S.No,Job Title,Company Name,Company URL,Salary,Location,Experience,Description,Tags
84,Python Groovy Developer,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,16-22.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Location:- Hyderabad ll Chennai ll Bangalore ll Pune ll Noida . Employment Type:- full ...,"Groovy, AWS, Python, Development"
85,React.JS Developer (3-5 years)-H,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",3-5 Yrs,Experience: 3 to 5 years,"React.Js, UI, Redux, React Native, Development, Native"
86,Sap Security Technical Consultant - Bangalore (PAN INDIA),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, Bachelor Of Technolo...","SAP Security, Hana Security, SAP Implementation, Sap Security And Grc, Technical, SAP Hana, Security, Pan"
87,Sap Sd Technical Consultant - Bangalore (PAN INDIA),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",3-8 Yrs,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, BCA, BSc, BTech and ...","SAP SD, SAP Implementation, SD Module, Technical, Consulting, SD, Pan, Saps"
88,Sap Mm Technical - Bangalore (PAN INDIA),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",3-8 Yrs,Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery t...,"SAP MM, SAP Implementation, Sap Gui, SAP, GUI, Technical, Pan, MM"
89,Qliksense Developer,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,Not disclosed,"Hyderabad, Chennai, Bengaluru",2-5 Yrs,"Location of Requirement: Chennai, Hyderabad, Kolkata, Bangalore, Pune . Must-Have: .  ....","Qliksense, PLSQL, Qlik Sense Development, Development, Qlik, QlikView"
90,Sap Abap  Developer - Bangalore - PAN INDIA,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, Bachelor Of Technolo...","SAP ABAP, sap technical, SAP ERP, Technical, SAP ABAP Development, ERP, Development, Pan"
91,Java Back End Developer,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,10-20 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Overall Software Skills Microservices Architecture Code / Deliverable Quality Focus. At...,"Java, Spring Boot, Microservices, JUnit, Rest Api Services, Web Services, SQL, Backend"
92,UFT Automation Tester,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,"4+ years of experience in UFT Automation , Location: Chennai/Bangalore/Hyderabad/PuneS...","Uft, Uft Automation, QTP, Automation Testing, Uft Testing, Selenium, Automation, Software testing"
93,UFT Automation Tester,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,"4+ years of experience in UFT Automation , Location: Chennai/Bangalore/Hyderabad/PuneS...","Uft Automation, Automation Testing, QTP, Uft, Selenium Testing, Uft Testing, Selenium, Automation"
94,HCL Hiring For SAP-CPI role,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",4-9 Yrs,HCL Hiring for SAP-CPI role.Location-Bangalore/Chennai/HyderabadExperience-4 to 10 Year...,"Cloud Platform Integration, SAP, Sap Cpi, Cpi, Hiring, Integration, Cloud, Cloud Platform"
95,Cognizant Hiring Java Developers,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Chennai, Coimbatore, Bengaluru",5-10 Yrs,"Preferred candidate profile . Job Location: Bangalore, Chennai, Coimbatore, Hyderabad, ...","Java, Spring Boot, Microservices, AWS, Hiring, Spring, Boot, Development"
96,Java Developer,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,"Excellent team player, ability to work in a global team and follow through on deadlines...","Java, Spring Boot, Microservices, Spring, Java Development, Development, Boot"
97,React JS Developer,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hybrid - Chennai, Bengaluru",4-6 Yrs,Experience : 4 - 6 yrs. Job location : Bangalore & Chennai. Notice period : 0 - 30 days...,"Redux, Javascript, HTML, React.Js, CSS, Rest, GIT, Typescript"
98,Capgemini Hiring Automation Testers (Java Selenium with BDD),Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,Not disclosed,"Hybrid - Chennai, Bengaluru",No Experience Info,Capgemini hiring Automation Testers...! We are looking for Automation Testing Professi...,"Bdd, Java & Selenium, Automation Testing, Cucumber, Bdd Framework, Cucumber Framework, Api Automation, Rest Assured"
99,Middleware Build Engineer,"NTT DATA, Inc.",https://www.naukri.com/ntt-data-jobs-careers-302585,Not disclosed,"Hybrid - Noida, Bangalore Rural, Chennai",6-10 Yrs,Role & responsibilities  The Middleware Hosting L3 Support Analyst is a high level role...,"Websphere, Tomcat 10, Websphere Application Server, Apache 2.4.57, WebLogic 12c, Apache, Weblogic, Apache Tomcat"
100,SAP Technology COE -ABAP Developer,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,Chennai,2-3 Yrs,Job TitleSAP Technology COE -ABAP Developer  Responsibilities  A day in the life of an ...,"core abap, sap hana, sap abap, abap, ricef objects, ecc, abap development, adobe forms"
101,Java Full Stack Developer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Chennai,5-10 Yrs,Java Fullstack DeveloperJavaSpringbootMicroservicesAngular or react or nodejsExp: 5 to ...,"Java, angular, react, Springboot, microservices, React.js, Spring Boot, Full Stack"
102,VP- Automation Testing - (Bangalore/Chennai/Tianjin),Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,10-15 Yrs,Job Summary        This role could be based in India and China. When you start...,"Data management, Javascript, Performance testing, Agile, Selenium, Risk management, Ruby, Virtualization"
103,Developer - L4,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,Chennai,0-5 Yrs,Ensure good quality of interaction with customer w.r.t,"continuous integration, software testing, root cause analysis, software development life cycle, mis, software development, test cases, progress 4gl"
104,Mainframe,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,Not disclosed,Chennai,0-5 Yrs,Hands on experience in production support and development . IBM Mainframe languages suc...,"dbms, jcl, vsam, cobol, cics, catalog management, application system, banking application"
105,Application Tech Support Practitioner,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Chennai,0-2 Yrs,Minimum 0-2 year(s) of experience is required. Educational Qualification : 15 Years ful...,"mac, desktop management, computer hardware, microsoft windows, linux, server management, networking, system administration"
106,MS Engineer - Security,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,0-2 Yrs,Follows the required handover procedures for shift changes to ensure service continuity...,"it security, network security, cyber security, consulting, soc, ceh, ip, information security"
107,Chennai - Walk in For CTS Off campus Hiring - Full Time Graduate,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Chennai,No Experience Info,"Cognizant hiring for Analyst (Three-year full-time degree only: 2022, 2023 or 2024 grad...","Fresher, Off Campus hiring, IT, Cts, Campus hiring, Time, CT, Campus"
108,Guidewire Billing Migration Tool - BC developer,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Zensar Technologies is looking for Guidewire Billing Migration Tool - BC developer to j...,"Billing, Tools, Bc, Development, Guidewire, Migration"
109,"Software Engineer - Java, Angular - CHN",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"Photon Infotech P Ltd is looking for Software Engineer - Java, Angular - CHN to join ou...","spring boot, microservices, Software engineering, Angular, Boot, Spring, Java, Software"
110,"Software Engineer - Java, Angular - BLR",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"Photon Infotech P Ltd is looking for Software Engineer - Java, Angular - BLR to join ou...","spring boot, microservices, Boot, Software, Angular, Java, Software engineering, Spring"
111,"Software Engineer - Java 17, Angular - CHN",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Photon Infotech P Ltd is looking for Software Engineer - Java 17, Angular - CHN to join...","spring boot, Hibernate, JPA, Oracle, Boot, Spring, Software engineering, Angular"
112,Python Developer,Xoriant,https://www.naukri.com/xoriant-jobs-careers-71554,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"Perform other related duties as required and assigned experience Create complex, enterp...","Engineering services, Computer science, GIT, NoSQL, Coding, Social media, Agile, Scrum"
113,Karate Automation Engineer,Yash Technologies,https://www.naukri.com/yash-technologies-jobs-careers-1396,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-9 Yrs,Experience:  7+ years                     We are seeking a skilled Karate...,"Maven, Automation testing, Business transformation, Test scripts, Testing tools, API Testing, Agile, Test scenarios"
114,Tech Lead - CHN/BLR,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-9 Yrs,"Bachelors degree in Computer Science, Engineering, or related field, OR equivalent exte...","VSAM, JCL, Data migration, Db2, Cics, Cobol, Debugging, Data structures"
115,"Software Eng - Core Java, Core Python, Shell Scripting - CHN",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"Proficiency with Shell Scripting, Python, JAVA, SQL (like Oracle, MySQL, Postgres, or D...","Core Java, dynamo db, MySQL, Shell scripting, Manager Technology, jenkins, splunk, Oracle"
116,"Java, Angular AWS Lead - CHN/BLR",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-11 Yrs,"Bachelors degree in Computer Science, Engineering, or related field, OR equivalent exte...","JCL, Networking, Db2, Cics, MySQL, Cobol, Technical leadership, Data structures"
117,Automated Tester - SDET - BLR,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,Experience in mainframes system testing . Obsessed with creating the best end-to-end cu...,"automation framework, System testing, Automation, Web services, Javascript, Programming, Manager Technology, HTTP"
118,"API Automation SDET , Java - BLR",Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"Extensive Experience in Testing Tools like Selenium, Playwright, Karate, Rest Assured a...","Unix, Automation, Manager Quality Assurance, Data management, Testing tools, Coding, Shell scripting, Application development"
119,Guidewire Billing Center Developer,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"Deep understanding of Guidewire framework, implementation, architecture and components....","metadata, Architecture, Data modeling, Billing, Scripting, Modeling, Data, Development"
120,Cloud DevOps -Build & Engineering-Azure,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-11 Yrs,In-depth knowledge of VMware ESXi 6 or above ( VCP certification mandatory ) . Experien...,"VMware, Automation, Interpersonal skills, orchestration, Linux, HP Servers, Windows Server Administration, Cloud"
121,SIAM Operations Support,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Reviews changes in the service configuration for compliance with standards, contractual...","Housekeeping, Change management, Management systems, Configuration management, Problem management, Asset management, Operations, Monitoring"
122,PROCESS MANAGEMENT,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Coordinate between multiple support teams and with vendors to delivery incident resolut...,"Training, RCA, Root cause analysis, Problem management, Workflow, Management, Stakeholder management, Monitoring"
123,Monitoring-Operations Support-Infrastructure Monitoring,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,. Should be open to work in 24 / 7 rotational support . Experience designing and implem...,"Solution architecture, Ticketing, Automation, Business analysis, Event management, Problem management, Agile, Scheduling"
124,ITSM Operations Support,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,The European Bank for Reconstruction and Development ( the EBRD or the Bank ) is unde...,"Change management, IT risk, Managed services, Senior Analyst, Agile, Transition, Management, Risk management"
125,IT Automation & Orchestration Scripting Language,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-9 Yrs,. Must have good experience in any scripting languages like Bash / Perl/Python on Linux...,"Unix, Automation, Web services, Linux, MySQL, Perl, Windows, Oracle"
126,IAM - F1 Professionals,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,"In implementing Systrack and similarUser experience & Automation platforms (Nexthink, A...","Design engineering, advanced analytics, Automation, Usage, Technology consulting, Powershell, Agile, Conceptualization"
127,ETL - INFORMATICA-INFORMATICA CLOUD,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,"Good to have knowledge of Jira, Github and Jenkins  Youll do this by: Having good commu...","Design engineering, github, Technology consulting, Cloud, Agile, Conceptualization, Informatica, Oracle"
128,Azure Cloud Engineer II - IN,Rackspace Technology,https://www.naukri.com/rackspace-technology-jobs-careers-25309,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Required Skills and Experience: . Expert-level proficiency in migrating and modernizing...,"Automation, github, orchestration, Disaster recovery, Cloud, Software development life cycle, Infrastructure, SDLC"
129,Senior Software Quality Analyst,Bentley Systems,https://www.naukri.com/bentley-systems-jobs-careers-52629,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Required Knowledge, Skills and Abilities . BS or MS in Computer Sciences from a well-re...","Automation, Simulation, Javascript, Microstation, Software Quality Analyst, Senior Software Quality Analyst, MS Office, Oracle"
